date,run,scenario,Drug,Efficacy
2004-01-01,0,019_mft_al75_asaq25,AL,0.9254148023396532
2004-01-01,1,019_mft_al75_asaq25,AL,0.9254023295993524
2004-01-01,2,019_mft_al75_asaq25,AL,0.9249142066397045
2004-01-01,3,019_mft_al75_asaq25,AL,0.924935714032856
2004-01-01,4,019_mft_al75_asaq25,AL,0.9255293095264592
2004-01-01,5,019_mft_al75_asaq25,AL,0.9251966460933324
2004-01-01,6,019_mft_al75_asaq25,AL,0.9252840359808603
2004-01-01,7,019_mft_al75_asaq25,AL,0.9261995533042187
2004-01-01,8,019_mft_al75_asaq25,AL,0.9256324367182064
2004-01-01,9,019_mft_al75_asaq25,AL,0.9255007121362874
2004-01-01,10,019_mft_al75_asaq25,AL,0.9248560442999854
2004-01-01,11,019_mft_al75_asaq25,AL,0.9259342476067141
2004-01-01,12,019_mft_al75_asaq25,AL,0.9250395749531
2004-01-01,13,019_mft_al75_asaq25,AL,0.9261089158093752
2004-01-01,14,019_mft_al75_asaq25,AL,0.9247646477755456
2004-01-01,15,019_mft_al75_asaq25,AL,0.925897730744735
2004-01-01,16,019_mft_al75_asaq25,AL,0.9263048836376357
2004-01-01,17,019_mft_al75_asaq25,AL,0.924723633546243
2004-01-01,18,019_mft_al75_asaq25,AL,0.9250174909536888
2004-01-01,19,019_mft_al75_asaq25,AL,0.9255116029177681
2004-01-01,20,019_mft_al75_asaq25,AL,0.9251641656402148
2004-01-01,21,019_mft_al75_asaq25,AL,0.92478348454861
2004-01-01,22,019_mft_al75_asaq25,AL,0.924696484046823
2004-01-01,23,019_mft_al75_asaq25,AL,0.9252516812311173
2004-01-01,24,019_mft_al75_asaq25,AL,0.9261660790562999
2004-01-01,25,019_mft_al75_asaq25,AL,0.9253697075156978
2004-01-01,26,019_mft_al75_asaq25,AL,0.9260947135084943
2004-01-01,27,019_mft_al75_asaq25,AL,0.9251707130162595
2004-01-01,28,019_mft_al75_asaq25,AL,0.9258113682854922
2004-01-01,29,019_mft_al75_asaq25,AL,0.9254224054363182
2004-01-01,30,019_mft_al75_asaq25,AL,0.9254130266664569
2004-01-01,31,019_mft_al75_asaq25,AL,0.9247933757381037
2004-02-01,0,019_mft_al75_asaq25,AL,0.9247796565661863
2004-02-01,1,019_mft_al75_asaq25,AL,0.9257955947939004
2004-02-01,2,019_mft_al75_asaq25,AL,0.9257458005505419
2004-02-01,3,019_mft_al75_asaq25,AL,0.9261146147218209
2004-02-01,4,019_mft_al75_asaq25,AL,0.9249576660712637
2004-02-01,5,019_mft_al75_asaq25,AL,0.9269687246777414
2004-02-01,6,019_mft_al75_asaq25,AL,0.9269193195799686
2004-02-01,7,019_mft_al75_asaq25,AL,0.9250979257891593
2004-02-01,8,019_mft_al75_asaq25,AL,0.925500553618876
2004-02-01,9,019_mft_al75_asaq25,AL,0.925339457793998
2004-02-01,10,019_mft_al75_asaq25,AL,0.926018513819764
2004-02-01,11,019_mft_al75_asaq25,AL,0.9263660315475266
2004-02-01,12,019_mft_al75_asaq25,AL,0.9268658448845675
2004-02-01,13,019_mft_al75_asaq25,AL,0.9255602751455558
2004-02-01,14,019_mft_al75_asaq25,AL,0.9266396473743191
2004-02-01,15,019_mft_al75_asaq25,AL,0.9257735755788759
2004-02-01,16,019_mft_al75_asaq25,AL,0.9260035134473267
2004-02-01,17,019_mft_al75_asaq25,AL,0.9249299372231623
2004-02-01,18,019_mft_al75_asaq25,AL,0.9267297338157131
2004-02-01,19,019_mft_al75_asaq25,AL,0.9250395998517021
2004-02-01,20,019_mft_al75_asaq25,AL,0.9243521509046493
2004-02-01,21,019_mft_al75_asaq25,AL,0.9251965022294402
2004-02-01,22,019_mft_al75_asaq25,AL,0.9263954633480546
2004-02-01,23,019_mft_al75_asaq25,AL,0.9261330561270182
2004-02-01,24,019_mft_al75_asaq25,AL,0.926759717422437
2004-02-01,25,019_mft_al75_asaq25,AL,0.926147120725828
2004-02-01,26,019_mft_al75_asaq25,AL,0.926192104355477
2004-02-01,27,019_mft_al75_asaq25,AL,0.9257589046117555
2004-02-01,28,019_mft_al75_asaq25,AL,0.9257255021754527
2004-02-01,29,019_mft_al75_asaq25,AL,0.9261070434364965
2004-02-01,30,019_mft_al75_asaq25,AL,0.9258601656569718
2004-02-01,31,019_mft_al75_asaq25,AL,0.9257123484262689
2004-03-01,0,019_mft_al75_asaq25,AL,0.925638811922247
2004-03-01,1,019_mft_al75_asaq25,AL,0.9256521583723059
2004-03-01,2,019_mft_al75_asaq25,AL,0.9261215749174596
2004-03-01,3,019_mft_al75_asaq25,AL,0.9263464470064059
2004-03-01,4,019_mft_al75_asaq25,AL,0.9245489380996078
2004-03-01,5,019_mft_al75_asaq25,AL,0.9249378501264024
2004-03-01,6,019_mft_al75_asaq25,AL,0.9263632802430798
2004-03-01,7,019_mft_al75_asaq25,AL,0.9249332432113481
2004-03-01,8,019_mft_al75_asaq25,AL,0.9264885773981731
2004-03-01,9,019_mft_al75_asaq25,AL,0.9262257084522298
2004-03-01,10,019_mft_al75_asaq25,AL,0.9240964183887133
2004-03-01,11,019_mft_al75_asaq25,AL,0.9273809303951913
2004-03-01,12,019_mft_al75_asaq25,AL,0.9272309200247253
2004-03-01,13,019_mft_al75_asaq25,AL,0.9247624753639585
2004-03-01,14,019_mft_al75_asaq25,AL,0.9258069509469561
2004-03-01,15,019_mft_al75_asaq25,AL,0.9255937226694451
2004-03-01,16,019_mft_al75_asaq25,AL,0.9252562592573352
2004-03-01,17,019_mft_al75_asaq25,AL,0.9250938653429042
2004-03-01,18,019_mft_al75_asaq25,AL,0.9257174969890751
2004-03-01,19,019_mft_al75_asaq25,AL,0.9261758920520871
2004-03-01,20,019_mft_al75_asaq25,AL,0.9253384501336009
2004-03-01,21,019_mft_al75_asaq25,AL,0.9258514336502395
2004-03-01,22,019_mft_al75_asaq25,AL,0.9263126345299066
2004-03-01,23,019_mft_al75_asaq25,AL,0.9268166750909196
2004-03-01,24,019_mft_al75_asaq25,AL,0.925994178625632
2004-03-01,25,019_mft_al75_asaq25,AL,0.9259040674064029
2004-03-01,26,019_mft_al75_asaq25,AL,0.9258155922336644
2004-03-01,27,019_mft_al75_asaq25,AL,0.9256542336078629
2004-03-01,28,019_mft_al75_asaq25,AL,0.9264372654616674
2004-03-01,29,019_mft_al75_asaq25,AL,0.92549925571641
2004-03-01,30,019_mft_al75_asaq25,AL,0.9262336332073544
2004-03-01,31,019_mft_al75_asaq25,AL,0.9257074336374602
2004-04-01,0,019_mft_al75_asaq25,AL,0.9249533130659634
2004-04-01,1,019_mft_al75_asaq25,AL,0.9261282950428812
2004-04-01,2,019_mft_al75_asaq25,AL,0.9260580999183579
2004-04-01,3,019_mft_al75_asaq25,AL,0.9263083911681691
2004-04-01,4,019_mft_al75_asaq25,AL,0.9240833462496237
2004-04-01,5,019_mft_al75_asaq25,AL,0.9261923055216689
2004-04-01,6,019_mft_al75_asaq25,AL,0.9268216937717153
2004-04-01,7,019_mft_al75_asaq25,AL,0.9262429979156802
