date,run,scenario,Drug,Efficacy
2004-10-01,21,008_cycling_dhappq_asaq_2y,AL,0.9245330746747376
2004-10-01,22,008_cycling_dhappq_asaq_2y,AL,0.9249257385397442
2004-10-01,23,008_cycling_dhappq_asaq_2y,AL,0.9246942071654162
2004-10-01,24,008_cycling_dhappq_asaq_2y,AL,0.9253067653874676
2004-10-01,25,008_cycling_dhappq_asaq_2y,AL,0.9243633994650255
2004-10-01,26,008_cycling_dhappq_asaq_2y,AL,0.9232560226751755
2004-10-01,27,008_cycling_dhappq_asaq_2y,AL,0.9244807179566549
2004-10-01,28,008_cycling_dhappq_asaq_2y,AL,0.9254224337995801
2004-10-01,29,008_cycling_dhappq_asaq_2y,AL,0.9230949410983753
2004-10-01,30,008_cycling_dhappq_asaq_2y,AL,0.922856092854944
2004-10-01,31,008_cycling_dhappq_asaq_2y,AL,0.9246463775384082
2004-11-01,0,008_cycling_dhappq_asaq_2y,AL,0.9230631209224233
2004-11-01,1,008_cycling_dhappq_asaq_2y,AL,0.926178346705337
2004-11-01,2,008_cycling_dhappq_asaq_2y,AL,0.9237166279365692
2004-11-01,3,008_cycling_dhappq_asaq_2y,AL,0.9216378560856532
2004-11-01,4,008_cycling_dhappq_asaq_2y,AL,0.9255814007389306
2004-11-01,5,008_cycling_dhappq_asaq_2y,AL,0.9240648601377781
2004-11-01,6,008_cycling_dhappq_asaq_2y,AL,0.9266982532864759
2004-11-01,7,008_cycling_dhappq_asaq_2y,AL,0.9253766777855945
2004-11-01,8,008_cycling_dhappq_asaq_2y,AL,0.925152470191472
2004-11-01,9,008_cycling_dhappq_asaq_2y,AL,0.9259026770443372
2004-11-01,10,008_cycling_dhappq_asaq_2y,AL,0.9231892304614951
2004-11-01,11,008_cycling_dhappq_asaq_2y,AL,0.9241453223730943
2004-11-01,12,008_cycling_dhappq_asaq_2y,AL,0.9240128600292379
2004-11-01,13,008_cycling_dhappq_asaq_2y,AL,0.9245498265674968
2004-11-01,14,008_cycling_dhappq_asaq_2y,AL,0.9242716659730015
2004-11-01,15,008_cycling_dhappq_asaq_2y,AL,0.9252321151345849
2004-11-01,16,008_cycling_dhappq_asaq_2y,AL,0.925112127327204
2004-11-01,17,008_cycling_dhappq_asaq_2y,AL,0.9241020337380964
2004-11-01,18,008_cycling_dhappq_asaq_2y,AL,0.922928192605206
2004-11-01,19,008_cycling_dhappq_asaq_2y,AL,0.9233602925035054
2004-11-01,20,008_cycling_dhappq_asaq_2y,AL,0.9254421629208993
2004-11-01,21,008_cycling_dhappq_asaq_2y,AL,0.9243150612582463
2004-11-01,22,008_cycling_dhappq_asaq_2y,AL,0.9226994442619177
2004-11-01,23,008_cycling_dhappq_asaq_2y,AL,0.9251721670160665
2004-11-01,24,008_cycling_dhappq_asaq_2y,AL,0.9244254328591429
2004-11-01,25,008_cycling_dhappq_asaq_2y,AL,0.9252662816075974
2004-11-01,26,008_cycling_dhappq_asaq_2y,AL,0.9232387339436806
2004-11-01,27,008_cycling_dhappq_asaq_2y,AL,0.9239630514098606
2004-11-01,28,008_cycling_dhappq_asaq_2y,AL,0.9255398012371745
2004-11-01,29,008_cycling_dhappq_asaq_2y,AL,0.9236820243479735
2004-11-01,30,008_cycling_dhappq_asaq_2y,AL,0.9239808693699771
2004-11-01,31,008_cycling_dhappq_asaq_2y,AL,0.9242144002176559
2004-12-01,0,008_cycling_dhappq_asaq_2y,AL,0.9251298012237682
2004-12-01,1,008_cycling_dhappq_asaq_2y,AL,0.9251977938752798
2004-12-01,2,008_cycling_dhappq_asaq_2y,AL,0.9226159234493783
2004-12-01,3,008_cycling_dhappq_asaq_2y,AL,0.9215666276884714
2004-12-01,4,008_cycling_dhappq_asaq_2y,AL,0.9246448281095034
2004-12-01,5,008_cycling_dhappq_asaq_2y,AL,0.9242679342363785
